date,Dist_noconnection,EAdistcumsum0,EAdistcumsum1,EAdistcumsum2,EAdistcumsum3,EAdistcumsum5
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01may2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
01jun2010,100,13.116,15.002,15.002,15.002,15.002
