date,Dist_noconnection,USAdistcumsum0,USAdistcumsum1,USAdistcumsum2,USAdistcumsum3,USAdistcumsum5
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01feb2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01mar2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01apr2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01may2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jun2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01jul2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
01aug2000,100,20.261,24.75,24.75,24.75,24.75
