date,Dist_noconnection,USAdistcumsum0,USAdistcumsum1,USAdistcumsum2,USAdistcumsum3,USAdistcumsum5
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01dec2003,100,19.52,23.742001,23.742001,23.742001,23.742001
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01jan2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01feb2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01mar2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01apr2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01may2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
01jun2004,100,19.257999,23.403,23.403,23.403,23.403
