deal_ID,deal_type,framework,reciprocal_deal,collateral,ISO_source,source_country,ISO_recipient,recipient_country,start_date,end_date,existence_previous_deal,deal_action,previous_deal,currency_of_deal,source_currency,source_currency_deal,deal_currency_amount,USD_amount,unlimited,initiative,note
485,pooled fund,1,,swap,PHL,Philippines,MMR,Myanmar,24/03/2010,16/07/2014,1,NA,,USD,PHP,0,0.3,0.3,0,CMIM,no
486,pooled fund,1,,swap,PHL,Philippines,MYS,Malaysia,24/03/2010,16/07/2014,1,NA,,USD,PHP,0,11.925,11.925,0,CMIM,no
487,pooled fund,1,,swap,PHL,Philippines,CHN,China,24/03/2010,16/07/2014,1,NA,,USD,PHP,0,17.1,17.1,0,CMIM,no
488,pooled fund,1,,swap,PHL,Philippines,SGP,Singapore,24/03/2010,16/07/2014,1,NA,,USD,PHP,0,11.925,11.925,0,CMIM,no
489,pooled fund,1,,swap,PHL,Philippines,THA,Thailand,24/03/2010,16/07/2014,1,NA,,USD,PHP,0,11.925,11.925,0,CMIM,no
490,pooled fund,1,,swap,PHL,Philippines,VNM,Vietnam,24/03/2010,16/07/2014,1,NA,,USD,PHP,0,5,5,0,CMIM,no
491,pooled fund,1,,swap,SGP,Singapore,JPN,Japan,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,19.2,19.2,0,CMIM,no
492,pooled fund,1,,swap,SGP,Singapore,KOR,South Korea,24/03/2010,16/07/2014,0,NA,,USD,SGD,0,19.2,19.2,0,CMIM,no
493,pooled fund,1,,swap,SGP,Singapore,BRN,Brunei,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,0.15,0.15,0,CMIM,no
494,pooled fund,1,,swap,SGP,Singapore,KHM,Cambodia,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,0.6,0.6,0,CMIM,no
495,pooled fund,1,,swap,SGP,Singapore,HKG,Hong Kong,24/03/2010,16/07/2014,0,NA,,USD,SGD,0,10.5,10.5,0,CMIM,no
496,pooled fund,1,,swap,SGP,Singapore,IDN,Indonesia,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,11.925,11.925,0,CMIM,no
497,pooled fund,1,,swap,SGP,Singapore,LAO,Lao People's Democratic Republic,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,0.15,0.15,0,CMIM,no
498,pooled fund,1,,swap,SGP,Singapore,MMR,Myanmar,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,0.3,0.3,0,CMIM,no
499,pooled fund,1,,swap,SGP,Singapore,MYS,Malaysia,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,11.925,11.925,0,CMIM,no
500,pooled fund,1,,swap,SGP,Singapore,CHN,China,24/03/2010,16/07/2014,0,NA,,USD,SGD,0,17.1,17.1,0,CMIM,no
501,pooled fund,1,,swap,SGP,Singapore,PHL,Philippines,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,9.2,9.2,0,CMIM,no
502,pooled fund,1,,swap,SGP,Singapore,THA,Thailand,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,11.925,11.925,0,CMIM,no
503,pooled fund,1,,swap,SGP,Singapore,VNM,Vietnam,24/03/2010,16/07/2014,1,NA,,USD,SGD,0,5,5,0,CMIM,no
504,pooled fund,1,,swap,THA,Thailand,JPN,Japan,24/03/2010,16/07/2014,1,NA,,USD,THB,0,19.2,19.2,0,CMIM,no
505,pooled fund,1,,swap,THA,Thailand,KOR,South Korea,24/03/2010,16/07/2014,1,NA,,USD,THB,0,19.2,19.2,0,CMIM,no
506,pooled fund,1,,swap,THA,Thailand,BRN,Brunei,24/03/2010,16/07/2014,1,NA,,USD,THB,0,0.15,0.15,0,CMIM,no
507,pooled fund,1,,swap,THA,Thailand,KHM,Cambodia,24/03/2010,16/07/2014,1,NA,,USD,THB,0,0.6,0.6,0,CMIM,no
508,pooled fund,1,,swap,THA,Thailand,HKG,Hong Kong,24/03/2010,16/07/2014,0,NA,,USD,THB,0,10.5,10.5,0,CMIM,no
509,pooled fund,1,,swap,THA,Thailand,IDN,Indonesia,24/03/2010,16/07/2014,1,NA,,USD,THB,0,11.925,11.925,0,CMIM,no
510,pooled fund,1,,swap,THA,Thailand,LAO,Lao People's Democratic Republic,24/03/2010,16/07/2014,1,NA,,USD,THB,0,0.15,0.15,0,CMIM,no
511,pooled fund,1,,swap,THA,Thailand,MMR,Myanmar,24/03/2010,16/07/2014,1,NA,,USD,THB,0,0.3,0.3,0,CMIM,no
512,pooled fund,1,,swap,THA,Thailand,MYS,Malaysia,24/03/2010,16/07/2014,1,NA,,USD,THB,0,11.925,11.925,0,CMIM,no
513,pooled fund,1,,swap,THA,Thailand,CHN,China,24/03/2010,16/07/2014,1,NA,,USD,THB,0,17.1,17.1,0,CMIM,no
514,pooled fund,1,,swap,THA,Thailand,PHL,Philippines,24/03/2010,16/07/2014,1,NA,,USD,THB,0,9.2,9.2,0,CMIM,no
515,pooled fund,1,,swap,THA,Thailand,SGP,Singapore,24/03/2010,16/07/2014,1,NA,,USD,THB,0,11.925,11.925,0,CMIM,no
516,pooled fund,1,,swap,THA,Thailand,VNM,Vietnam,24/03/2010,16/07/2014,1,NA,,USD,THB,0,5,5,0,CMIM,no
517,pooled fund,1,,swap,VNM,Vietnam,JPN,Japan,24/03/2010,16/07/2014,0,NA,,USD,VND,0,19.2,19.2,0,CMIM,no
518,pooled fund,1,,swap,VNM,Vietnam,KOR,South Korea,24/03/2010,16/07/2014,0,NA,,USD,VND,0,19.2,19.2,0,CMIM,no
519,pooled fund,1,,swap,VNM,Vietnam,BRN,Brunei,24/03/2010,16/07/2014,1,NA,,USD,VND,0,0.15,0.15,0,CMIM,no
520,pooled fund,1,,swap,VNM,Vietnam,KHM,Cambodia,24/03/2010,16/07/2014,1,NA,,USD,VND,0,0.6,0.6,0,CMIM,no
521,pooled fund,1,,swap,VNM,Vietnam,HKG,Hong Kong,24/03/2010,16/07/2014,0,NA,,USD,VND,0,10.5,10.5,0,CMIM,no
522,pooled fund,1,,swap,VNM,Vietnam,IDN,Indonesia,24/03/2010,16/07/2014,1,NA,,USD,VND,0,11.925,11.925,0,CMIM,no
523,pooled fund,1,,swap,VNM,Vietnam,LAO,Lao People's Democratic Republic,24/03/2010,16/07/2014,1,NA,,USD,VND,0,0.15,0.15,0,CMIM,no
524,pooled fund,1,,swap,VNM,Vietnam,MMR,Myanmar,24/03/2010,16/07/2014,1,NA,,USD,VND,0,0.3,0.3,0,CMIM,no
525,pooled fund,1,,swap,VNM,Vietnam,MYS,Malaysia,24/03/2010,16/07/2014,1,NA,,USD,VND,0,11.925,11.925,0,CMIM,no
526,pooled fund,1,,swap,VNM,Vietnam,CHN,China,24/03/2010,16/07/2014,0,NA,,USD,VND,0,17.1,17.1,0,CMIM,no
527,pooled fund,1,,swap,VNM,Vietnam,PHL,Philippines,24/03/2010,16/07/2014,1,NA,,USD,VND,0,9.2,9.2,0,CMIM,no
528,pooled fund,1,,swap,VNM,Vietnam,SGP,Singapore,24/03/2010,16/07/2014,1,NA,,USD,VND,0,11.925,11.925,0,CMIM,no
529,pooled fund,1,,swap,VNM,Vietnam,THA,Thailand,24/03/2010,16/07/2014,1,NA,,USD,VND,0,11.925,11.925,0,CMIM,no
530,reciprocal,0,535,swap,USA,USA,GBR,UK,25/06/2009,01/02/2010,1,reactivate,338,USD,USD,0,NA,NA,1,,no
531,reciprocal,0,537,swap,USA,USA,EA,EA,25/06/2009,01/02/2010,1,renew,339,USD,USD,0,NA,NA,1,,no
532,reciprocal,0,538,swap,USA,USA,CHE,Switzerland,25/06/2009,01/02/2010,1,renew,340,USD,USD,0,NA,NA,1,,no
533,reciprocal,0,536,swap,USA,USA,JPN,Japan,25/06/2009,01/02/2010,1,renew,341,USD,USD,0,NA,NA,1,,no
534,unidirectional,0,,swap,USA,USA,CAN,Canada,25/06/2009,01/02/2010,1,renew,342,USD,USD,0,30,30,0,,no
535,reciprocal,0,530,swap,GBR,UK,USA,USA,25/06/2009,01/02/2010,1,reactivate,343,GBP,GBP,0,30,NA,0,,no
536,reciprocal,0,533,swap,JPN,Japan,USA,USA,25/06/2009,01/02/2010,1,renew,344,JPY,JPY,0,10000,NA,0,,no
537,reciprocal,0,531,swap,EA,EA,USA,USA,25/06/2009,01/02/2010,1,renew,346,EUR,EUR,0,80,NA,0,,no
538,reciprocal,0,532,swap,CHE,Switzerland,USA,USA,25/06/2009,01/02/2010,1,renew,347,CHF,CHF,0,40,NA,0,,no
539,unidirectional,0,,swap,USA,USA,CAN,Canada,09/05/2010,30/01/2011,1,renew,534,USD,USD,0,30,30,0,,no
540,unidirectional,0,,swap,USA,USA,GBR,UK,09/05/2010,30/01/2011,1,reactivate,338,USD,USD,0,NA,NA,1,,no
541,unidirectional,0,,swap,USA,USA,EA,EA,09/05/2010,30/01/2011,1,reactivate,339,USD,USD,0,NA,NA,1,,no
542,unidirectional,0,,swap,USA,USA,CHE,Switzerland,09/05/2010,30/01/2011,1,reactivate,340,USD,USD,0,NA,NA,1,,no
543,unidirectional,0,,swap,USA,USA,JPN,Japan,10/05/2010,30/01/2011,1,reactivate,341,USD,USD,0,NA,NA,1,,no
544,reciprocal,0,545,swap,ISL,Iceland,CHN,China,09/06/2010,09/04/2013,0,NA,,ISK,ISK,0,66,NA,0,,no
545,reciprocal,0,544,swap,CHN,China,ISL,Iceland,09/06/2010,09/04/2013,0,NA,,CNY,CNY,0,3.5,NA,0,,no
546,reciprocal,0,547,swap,JPN,Japan,KOR,South Korea,31/03/2009,30/10/2009,1,supplement,318,JPY,JPY,0,NA,17,0,CMI_BSA,no
547,reciprocal,0,546,swap,KOR,South Korea,JPN,Japan,31/03/2009,30/10/2009,1,supplement,319,KRW,KRW,0,NA,17,0,CMI_BSA,no
548,reciprocal,0,549,swap,JPN,Japan,KOR,South Korea,16/10/2009,01/02/2010,1,supplement,546,JPY,JPY,0,NA,17,0,CMI_BSA,no
549,reciprocal,0,548,swap,KOR,South Korea,JPN,Japan,16/10/2009,01/02/2010,1,supplement,547,KRW,KRW,0,NA,17,0,CMI_BSA,no
550,reciprocal,0,551,swap,JPN,Japan,KOR,South Korea,19/01/2010,30/04/2010,1,supplement,548,JPY,JPY,0,NA,17,0,CMI_BSA,no
551,reciprocal,0,550,swap,KOR,South Korea,JPN,Japan,19/01/2010,30/04/2010,1,supplement,549,KRW,KRW,0,NA,17,0,CMI_BSA,no
552,reciprocal,0,553,swap,CHN,China,SGP,Singapore,23/07/2010,23/07/2013,1,NA,,CNY,CNY,0,150,NA,0,,no
553,reciprocal,0,552,swap,SGP,Singapore,CHN,China,23/07/2010,23/07/2013,1,NA,,SGD,SGD,0,30,NA,0,,no
554,unidirectional,0,,swap,GBR,UK,EA,EA,17/12/2010,30/09/2011,0,NA,,GBP,GBP,0,10,NA,0,,no
555,unidirectional,0,,swap,USA,USA,CAN,Canada,21/12/2010,01/08/2011,1,renew,539,USD,USD,0,30,30,0,,no
556,unidirectional,0,,swap,USA,USA,GBR,UK,21/12/2010,01/08/2011,1,renew,540,USD,USD,0,NA,NA,1,,no
557,unidirectional,0,,swap,USA,USA,EA,EA,21/12/2010,01/08/2011,1,renew,541,USD,USD,0,NA,NA,1,,no
558,unidirectional,0,,swap,USA,USA,CHE,Switzerland,21/12/2010,01/08/2011,1,renew,542,USD,USD,0,NA,NA,1,,no
559,unidirectional,0,,swap,USA,USA,JPN,Japan,21/12/2010,01/08/2011,1,renew,543,USD,USD,0,NA,NA,1,,no
560,unidirectional,0,,swap,USA,USA,CAN,Canada,29/06/2011,01/08/2012,1,renew,555,USD,USD,0,30,30,0,,no
561,unidirectional,0,,swap,USA,USA,GBR,UK,29/06/2011,01/08/2012,1,renew,556,USD,USD,0,NA,NA,1,,no
562,unidirectional,0,,swap,USA,USA,EA,EA,29/06/2011,01/08/2012,1,renew,557,USD,USD,0,NA,NA,1,,no
563,unidirectional,0,,swap,USA,USA,CHE,Switzerland,29/06/2011,01/08/2012,1,renew,558,USD,USD,0,NA,NA,1,,no
564,unidirectional,0,,swap,USA,USA,JPN,Japan,29/06/2011,01/08/2012,1,renew,559,USD,USD,0,NA,NA,1,,no
565,reciprocal,0,589,swap,USA,USA,CAN,Canada,30/11/2011,01/02/2013,1,NA,,USD,USD,0,NA,NA,1,,no
566,reciprocal,0,594,swap,USA,USA,GBR,UK,30/11/2011,01/02/2013,1,reactivate,530,USD,USD,0,NA,NA,1,,no
567,reciprocal,0,599,swap,USA,USA,JPN,Japan,30/11/2011,01/02/2013,1,reactivate,533,USD,USD,0,NA,NA,1,,no
568,reciprocal,0,604,swap,USA,USA,EA,EA,30/11/2011,01/02/2013,1,reactivate,531,USD,USD,0,NA,NA,1,,no
569,reciprocal,0,610,swap,USA,USA,CHE,Switzerland,30/11/2011,01/02/2013,1,reactivate,532,USD,USD,0,NA,NA,1,,no
570,reciprocal,0,571,swap,CHN,China,NZL,New Zealand,18/04/2011,18/04/2014,0,NA,,CNY,CNY,0,25,NA,0,,no
571,reciprocal,0,570,swap,NZL,New Zealand,CHN,China,18/04/2011,18/04/2014,0,NA,,NZD,NZD,0,5,NA,0,,no
572,reciprocal,0,573,swap,CHN,China,UZB,Uzbekistan,19/04/2011,19/04/2014,0,NA,,CNY,CNY,0,0.7,NA,0,,no
573,reciprocal,0,572,swap,UZB,Uzbekistan,CHN,China,19/04/2011,19/04/2014,0,NA,,UZS,UZS,0,167,NA,0,,no
574,reciprocal,0,575,swap,MNG,Mongolia,CHN,China,06/05/2011,06/05/2014,0,NA,,MNT,MNT,0,1000,NA,0,,no
575,reciprocal,0,574,swap,CHN,China,MNG,Mongolia,06/05/2011,06/05/2014,0,NA,,CNY,CNY,0,5,NA,0,,no
576,reciprocal,0,577,swap,KAZ,Kazakhstan,CHN,China,13/06/2011,13/06/2014,0,NA,,KZT,KZT,0,150,NA,0,,no
577,reciprocal,0,576,swap,CHN,China,KAZ,Kazakhstan,13/06/2011,13/06/2014,0,NA,,CNY,CNY,0,7,NA,0,,no
578,reciprocal,0,579,swap,JPN,Japan,KOR,South Korea,19/10/2011,31/10/2012,1,supplement,550,JPY,JPY,0,NA,27,0,CMI_BSA,no
579,reciprocal,0,578,swap,KOR,South Korea,JPN,Japan,19/10/2011,31/10/2012,1,supplement,551,KRW,KRW,0,NA,27,0,CMI_BSA,no
580,reciprocal,0,581,swap,KOR,South Korea,CHN,China,26/10/2011,26/10/2014,1,renew,320,KRW,KRW,0,64000,NA,0,,no
581,reciprocal,0,580,swap,CHN,China,KOR,South Korea,26/10/2011,26/10/2014,1,renew,321,CNY,CNY,0,360,NA,0,,no
582,reciprocal,0,583,swap,TUR,Turkey,PAK,Pakistan,01/11/2011,01/11/2014,0,NA,,TRY,TRY,0,NA,1,0,,no
583,reciprocal,0,582,swap,PAK,Pakistan,TUR,Turkey,01/11/2011,01/11/2014,0,NA,,PKR,PKR,0,NA,1,0,,no
584,reciprocal,0,585,swap,HKG,Hong Kong,CHN,China,22/11/2011,22/11/2014,1,renew,324,HKD,HKD,0,490,NA,0,,no
585,reciprocal,0,584,swap,CHN,China,HKG,Hong Kong,22/11/2011,22/11/2014,1,renew,325,CNY,CNY,0,400,NA,0,,no
586,reciprocal,0,591,swap,CAN,Canada,GBR,UK,30/11/2011,01/02/2013,0,NA,,CAD,CAD,0,NA,NA,1,,no
587,reciprocal,0,596,swap,CAN,Canada,JPN,Japan,30/11/2011,01/02/2013,0,NA,,CAD,CAD,0,NA,NA,1,,no
588,reciprocal,0,601,swap,CAN,Canada,EA,EA,30/11/2011,01/02/2013,0,NA,,CAD,CAD,0,NA,NA,1,,no
589,reciprocal,0,565,swap,CAN,Canada,USA,USA,30/11/2011,01/02/2013,1,NA,,CAD,CAD,0,NA,NA,0,,no
590,reciprocal,0,606,swap,CAN,Canada,CHE,Switzerland,30/11/2011,01/02/2013,0,NA,,CAD,CAD,0,NA,NA,1,,no
591,reciprocal,0,586,swap,GBR,UK,CAN,Canada,30/11/2011,01/02/2013,0,NA,,GBP,GBP,0,NA,NA,1,,no
592,reciprocal,0,597,swap,GBR,UK,JPN,Japan,30/11/2011,01/02/2013,0,NA,,GBP,GBP,0,NA,NA,1,,no
593,reciprocal,0,602,swap,GBR,UK,EA,EA,30/11/2011,01/02/2013,1,NA,,GBP,GBP,0,NA,NA,1,,no
594,reciprocal,0,566,swap,GBR,UK,USA,USA,30/11/2011,01/02/2013,1,reactivate,535,GBP,GBP,0,NA,NA,1,,no
595,reciprocal,0,607,swap,GBR,UK,CHE,Switzerland,30/11/2011,01/02/2013,0,NA,,GBP,GBP,0,NA,NA,1,,no
596,reciprocal,0,587,swap,JPN,Japan,CAN,Canada,30/11/2011,01/02/2013,0,NA,,JPY,JPY,0,NA,NA,1,,no
597,reciprocal,0,592,swap,JPN,Japan,GBR,UK,30/11/2011,01/02/2013,0,NA,,JPY,JPY,0,NA,NA,1,,no
598,reciprocal,0,603,swap,JPN,Japan,EA,EA,30/11/2011,01/02/2013,0,NA,,JPY,JPY,0,NA,NA,1,,no
599,reciprocal,0,567,swap,JPN,Japan,USA,USA,30/11/2011,01/02/2013,1,reactivate,536,JPY,JPY,0,NA,NA,1,,no
600,reciprocal,0,608,swap,JPN,Japan,CHE,Switzerland,30/11/2011,01/02/2013,0,NA,,JPY,JPY,0,NA,NA,1,,no
601,reciprocal,0,588,swap,EA,EA,CAN,Canada,30/11/2011,01/02/2013,0,NA,,EUR,EUR,0,NA,NA,1,,no
602,reciprocal,0,593,swap,EA,EA,GBR,UK,30/11/2011,01/02/2013,1,NA,,EUR,EUR,0,NA,NA,1,,no
603,reciprocal,0,598,swap,EA,EA,JPN,Japan,30/11/2011,01/02/2013,0,NA,,EUR,EUR,0,NA,NA,1,,no
604,reciprocal,0,568,swap,EA,EA,USA,USA,30/11/2011,01/02/2013,1,reactivate,537,EUR,EUR,0,NA,NA,1,,no
605,reciprocal,0,609,swap,EA,EA,CHE,Switzerland,30/11/2011,01/02/2013,1,NA,,EUR,EUR,0,NA,NA,1,,no
606,reciprocal,0,590,swap,CHE,Switzerland,CAN,Canada,30/11/2011,01/02/2013,0,NA,,CHF,CHF,0,NA,NA,1,,no
607,reciprocal,0,595,swap,CHE,Switzerland,GBR,UK,30/11/2011,01/02/2013,0,NA,,CHF,CHF,0,NA,NA,1,,no
608,reciprocal,0,600,swap,CHE,Switzerland,JPN,Japan,30/11/2011,01/02/2013,0,NA,,CHF,CHF,0,NA,NA,1,,no
609,reciprocal,0,605,swap,CHE,Switzerland,EA,EA,30/11/2011,01/02/2013,1,NA,,CHF,CHF,0,NA,NA,1,,no
610,reciprocal,0,569,swap,CHE,Switzerland,USA,USA,30/11/2011,01/02/2013,1,reactivate,538,CHF,CHF,0,NA,NA,1,,no
611,reciprocal,0,612,swap,CHN,China,THA,Thailand,22/12/2011,21/12/2014,1,NA,,CNY,CNY,0,70,NA,0,,no
612,reciprocal,0,611,swap,THA,Thailand,CHN,China,22/12/2011,21/12/2014,1,NA,,THB,THB,0,320,NA,0,,no
613,reciprocal,0,614,swap,PAK,Pakistan,CHN,China,23/12/2011,23/12/2014,0,NA,,PKR,PKR,0,140,NA,0,,no
614,reciprocal,0,613,swap,CHN,China,PAK,Pakistan,23/12/2011,23/12/2014,0,NA,,CNY,CNY,0,10,NA,0,,no
615,reciprocal,0,616,swap,CHN,China,ARE,United Arab Emirates,17/01/2012,17/01/2015,0,NA,,CNY,CNY,0,35,NA,0,,no
616,reciprocal,0,615,swap,ARE,United Arab Emirates,CHN,China,17/01/2012,17/01/2015,0,NA,,AED,AED,0,20,NA,0,,no
617,reciprocal,0,618,swap,MYS,Malaysia,CHN,China,08/02/2012,07/02/2015,1,renew,328,MYR,MYR,0,90,NA,0,,no
618,reciprocal,0,617,swap,CHN,China,MYS,Malaysia,08/02/2012,07/02/2015,1,renew,334,CNY,CNY,0,180,NA,0,,no
619,reciprocal,0,620,swap,TUR,Turkey,CHN,China,21/02/2012,21/02/2015,0,NA,,TRY,TRY,0,3,NA,0,,no
620,reciprocal,0,619,swap,CHN,China,TUR,Turkey,21/02/2012,21/02/2015,0,NA,,CNY,CNY,0,10,NA,0,,no
621,reciprocal,0,622,swap,MNG,Mongolia,CHN,China,20/03/2012,06/05/2014,1,supplement,,MNT,MNT,0,1000,NA,0,,yes
622,reciprocal,0,621,swap,CHN,China,MNG,Mongolia,20/03/2012,06/05/2014,1,supplement,,CNY,CNY,0,5,NA,0,,yes
623,reciprocal,0,624,swap,CHN,China,AUS,Australia,22/03/2012,22/03/2015,0,NA,,CNY,CNY,0,200,NA,0,,no
624,reciprocal,0,623,swap,AUS,Australia,CHN,China,22/03/2012,22/03/2015,0,NA,,AUD,AUD,0,30,NA,0,,no
625,reciprocal,0,626,swap,CHN,China,UKR,Ukraine,26/06/2012,26/06/2015,0,NA,,CNY,CNY,0,15,NA,0,,no
626,reciprocal,0,625,swap,UKR,Ukraine,CHN,China,26/06/2012,26/06/2015,0,NA,,UAH,UAH,0,19,NA,0,,no
627,reciprocal,0,632,swap,USA,USA,CAN,Canada,13/12/2012,01/02/2014,1,renew,565,USD,USD,0,NA,NA,1,,no
628,reciprocal,0,633,swap,USA,USA,GBR,UK,13/12/2012,01/02/2014,1,renew,566,USD,USD,0,NA,NA,1,,no
629,reciprocal,0,634,swap,USA,USA,JPN,Japan,13/12/2012,01/02/2014,1,renew,567,USD,USD,0,NA,NA,1,,no
630,reciprocal,0,635,swap,USA,USA,EA,EA,13/12/2012,01/02/2014,1,renew,568,USD,USD,0,NA,NA,1,,no
631,reciprocal,0,636,swap,USA,USA,CHE,Switzerland,13/12/2012,01/02/2014,1,renew,569,USD,USD,0,NA,NA,1,,no
632,reciprocal,0,627,swap,CAN,Canada,USA,USA,13/12/2012,01/02/2014,1,renew,589,CAD,CAD,0,NA,NA,1,,no
633,reciprocal,0,628,swap,GBR,UK,USA,USA,13/12/2012,01/02/2014,1,renew,594,GBP,GBP,0,NA,NA,1,,no
634,reciprocal,0,629,swap,JPN,Japan,USA,USA,13/12/2012,01/02/2014,1,renew,599,JPY,JPY,0,NA,NA,1,,no
635,reciprocal,0,630,swap,EA,EA,USA,USA,13/12/2012,01/02/2014,1,renew,604,EUR,EUR,0,NA,NA,1,,no
636,reciprocal,0,631,swap,CHE,Switzerland,USA,USA,13/12/2012,01/02/2014,1,renew,610,CHF,CHF,0,NA,NA,1,,no
637,reciprocal,0,638,swap,JPN,Japan,IND,India,04/12/2012,04/12/2015,1,reactivate,272,USD,JPY,0,15,15,0,,no
638,reciprocal,0,637,swap,IND,India,JPN,Japan,04/12/2012,04/12/2015,1,reactivate,273,USD,INR,0,15,15,0,,no
639,reciprocal,0,640,swap,CHN,China,SGP,Singapore,07/03/2013,07/03/2016,1,renew,552,CNY,CNY,0,300,NA,0,,no
640,reciprocal,0,639,swap,SGP,Singapore,CHN,China,07/03/2013,07/03/2016,1,renew,553,SGD,SGD,0,60,NA,0,,no
641,reciprocal,0,642,swap,BRA,Brazil,CHN,China,26/03/2013,26/03/2016,0,NA,,BRL,BRL,0,60,NA,0,,no
642,reciprocal,0,641,swap,CHN,China,BRA,Brazil,26/03/2013,26/03/2016,0,NA,,CNY,CNY,0,190,NA,0,,no
643,reciprocal,0,644,swap,GBR,UK,CHN,China,22/06/2013,22/06/2015,0,NA,,GBP,GBP,0,20,NA,0,,no
644,reciprocal,0,643,swap,CHN,China,GBR,UK,22/06/2013,22/06/2015,0,NA,,CNY,CNY,0,200,NA,0,,no
645,reciprocal,0,646,swap,HUN,Hungary,CHN,China,09/09/2013,09/09/2016,0,NA,,HUF,HUF,0,375,NA,0,,no
646,reciprocal,0,645,swap,CHN,China,HUN,Hungary,09/09/2013,09/09/2016,0,NA,,CNY,CNY,0,10,NA,0,,no
647,reciprocal,0,648,swap,ALB,Albania,CHN,China,12/09/2013,12/09/2016,0,NA,,ALL,ALL,0,35.8,NA,0,,no
648,reciprocal,0,647,swap,CHN,China,ALB,Albania,12/09/2013,12/09/2016,0,NA,,CNY,CNY,0,2,NA,0,,no
649,reciprocal,0,650,swap,ISL,Iceland,CHN,China,30/09/2013,14/10/2016,1,reactivate,544,ISK,ISK,0,66,NA,0,,no
650,reciprocal,0,649,swap,CHN,China,ISL,Iceland,30/09/2013,14/10/2016,1,reactivate,545,CNY,CNY,0,3.5,NA,0,,no
651,reciprocal,0,652,swap,IDN,Indonesia,CHN,China,01/10/2013,01/10/2016,1,reactivate,332,IDR,IDR,0,175000,NA,0,,no
652,reciprocal,0,651,swap,CHN,China,IDN,Indonesia,01/10/2013,01/10/2016,1,reactivate,333,CNY,CNY,0,100,NA,0,,no
653,reciprocal,0,654,swap,EA,EA,CHN,China,10/10/2013,10/10/2016,0,NA,,EUR,EUR,0,45,NA,0,,no
654,reciprocal,0,653,swap,CHN,China,EA,EA,10/10/2013,10/10/2016,0,NA,,CNY,CNY,0,350,NA,0,,no
655,reciprocal,0,656,swap,KOR,South Korea,IDN,Indonesia,06/03/2014,06/03/2017,1,reactivate,258,KRW,KRW,0,10700,NA,0,,no
656,reciprocal,0,655,swap,IDN,Indonesia,KOR,South Korea,06/03/2014,06/03/2017,1,reactivate,259,IDR,IDR,0,115000,NA,0,,no
657,reciprocal,0,658,swap,KOR,South Korea,ARE,United Arab Emirates,13/10/2013,13/10/2016,0,NA,,KRW,KRW,0,5800,NA,0,,no
658,reciprocal,0,657,swap,ARE,United Arab Emirates,KOR,South Korea,13/10/2013,13/10/2016,0,NA,,AED,AED,0,20,NA,0,,no
659,reciprocal,0,660,swap,KOR,South Korea,MYS,Malaysia,20/10/2013,20/10/2016,1,reactivate,239,KRW,KRW,0,5000,NA,0,,no
660,reciprocal,0,659,swap,MYS,Malaysia,KOR,South Korea,20/10/2013,20/10/2016,1,reactivate,240,MYR,MYR,0,15,NA,0,,no
661,reciprocal,0,666,swap,CAN,Canada,GBR,UK,31/10/2013,31/12/9999,1,renew,1500,CAD,CAD,0,NA,NA,1,,no
662,reciprocal,0,671,swap,CAN,Canada,JPN,Japan,31/10/2013,31/12/9999,1,renew,1501,CAD,CAD,0,NA,NA,1,,no
663,reciprocal,0,676,swap,CAN,Canada,EA,EA,31/10/2013,31/12/9999,1,renew,1502,CAD,CAD,0,NA,NA,1,,no
664,reciprocal,0,681,swap,CAN,Canada,USA,USA,31/10/2013,31/12/9999,1,renew,632,CAD,CAD,0,NA,NA,1,,no
665,reciprocal,0,686,swap,CAN,Canada,CHE,Switzerland,31/10/2013,31/12/9999,1,renew,1503,CAD,CAD,0,NA,NA,1,,no
666,reciprocal,0,661,swap,GBR,UK,CAN,Canada,31/10/2013,31/12/9999,1,renew,1504,GBP,GBP,0,NA,NA,1,,no
667,reciprocal,0,672,swap,GBR,UK,JPN,Japan,31/10/2013,31/12/9999,1,renew,1505,GBP,GBP,0,NA,NA,1,,no
668,reciprocal,0,677,swap,GBR,UK,EA,EA,31/10/2013,31/12/9999,1,renew,1506,GBP,GBP,0,NA,NA,1,,no
669,reciprocal,0,682,swap,GBR,UK,USA,USA,31/10/2013,31/12/9999,1,renew,633,GBP,GBP,0,NA,NA,1,,no
670,reciprocal,0,687,swap,GBR,UK,CHE,Switzerland,31/10/2013,31/12/9999,1,renew,1507,GBP,GBP,0,NA,NA,1,,no
671,reciprocal,0,662,swap,JPN,Japan,CAN,Canada,31/10/2013,31/12/9999,1,renew,1508,JPY,JPY,0,NA,NA,1,,no
672,reciprocal,0,667,swap,JPN,Japan,GBR,UK,31/10/2013,31/12/9999,1,renew,1509,JPY,JPY,0,NA,NA,1,,no
673,reciprocal,0,678,swap,JPN,Japan,EA,EA,31/10/2013,31/12/9999,1,renew,1510,JPY,JPY,0,NA,NA,1,,no
