deal_ID,deal_type,framework,reciprocal_deal,collateral,ISO_source,source_country,ISO_recipient,recipient_country,start_date,end_date,existence_previous_deal,deal_action,previous_deal,currency_of_deal,source_currency,source_currency_deal,deal_currency_amount,USD_amount,unlimited,initiative,note
674,reciprocal,0,683,swap,JPN,Japan,USA,USA,31/10/2013,31/12/9999,1,renew,634,JPY,JPY,0,NA,NA,1,,no
675,reciprocal,0,688,swap,JPN,Japan,CHE,Switzerland,31/10/2013,31/12/9999,1,renew,1511,JPY,JPY,0,NA,NA,1,,no
676,reciprocal,0,663,swap,EA,EA,CAN,Canada,31/10/2013,31/12/9999,1,renew,1512,EUR,EUR,0,NA,NA,1,,no
677,reciprocal,0,668,swap,EA,EA,GBR,UK,31/10/2013,31/12/9999,1,renew,1513,EUR,EUR,0,NA,NA,1,,no
678,reciprocal,0,673,swap,EA,EA,JPN,Japan,31/10/2013,31/12/9999,1,renew,1514,EUR,EUR,0,NA,NA,1,,no
679,reciprocal,0,684,swap,EA,EA,USA,USA,31/10/2013,31/12/9999,1,renew,635,EUR,EUR,0,NA,NA,1,,no
680,reciprocal,0,689,swap,EA,EA,CHE,Switzerland,31/10/2013,31/12/9999,1,renew,1515,EUR,EUR,0,NA,NA,1,,no
681,reciprocal,0,664,swap,USA,USA,CAN,Canada,31/10/2013,31/12/9999,1,renew,627,USD,USD,0,NA,NA,1,,no
682,reciprocal,0,669,swap,USA,USA,GBR,UK,31/10/2013,31/12/9999,1,renew,628,USD,USD,0,NA,NA,1,,no
683,reciprocal,0,674,swap,USA,USA,JPN,Japan,31/10/2013,31/12/9999,1,renew,629,USD,USD,0,NA,NA,1,,no
684,reciprocal,0,679,swap,USA,USA,EA,EA,31/10/2013,31/12/9999,1,renew,630,USD,USD,0,NA,NA,1,,no
685,reciprocal,0,690,swap,USA,USA,CHE,Switzerland,31/10/2013,31/12/9999,1,renew,631,USD,USD,0,NA,NA,1,,no
686,reciprocal,0,665,swap,CHE,Switzerland,CAN,Canada,31/10/2013,31/12/9999,1,renew,1516,CHF,CHF,0,NA,NA,1,,no
687,reciprocal,0,670,swap,CHE,Switzerland,GBR,UK,31/10/2013,31/12/9999,1,renew,1517,CHF,CHF,0,NA,NA,1,,no
688,reciprocal,0,675,swap,CHE,Switzerland,JPN,Japan,31/10/2013,31/12/9999,1,renew,1518,CHF,CHF,0,NA,NA,1,,no
689,reciprocal,0,680,swap,CHE,Switzerland,EA,EA,31/10/2013,31/12/9999,1,renew,1519,CHF,CHF,0,NA,NA,1,,no
690,reciprocal,0,685,swap,CHE,Switzerland,USA,USA,31/10/2013,31/12/9999,1,renew,636,CHF,CHF,0,NA,NA,1,,no
691,unidirectional,0,,swap,JPN,Japan,IDN,Indonesia,13/12/2013,13/12/2016,1,reactivate,345,USD,JPY,0,22.76,22.76,0,CMI_BSA,yes
692,reciprocal,0,693,swap,JPN,Japan,IND,India,10/01/2014,04/12/2015,1,renew,637,USD,JPY,0,50,50,0,,no
693,reciprocal,0,692,swap,IND,India,JPN,Japan,10/01/2014,04/12/2015,1,renew,638,USD,INR,0,50,50,0,,no
694,reciprocal,0,695,swap,KOR,South Korea,AUS,Australia,23/02/2014,23/02/2017,0,NA,,KRW,KRW,0,5000,NA,0,,no
695,reciprocal,0,694,swap,AUS,Australia,KOR,South Korea,23/02/2014,23/02/2017,0,NA,,AUD,AUD,0,5,NA,0,,no
696,reciprocal,0,697,swap,CHN,China,NZL,New Zealand,22/05/2014,22/05/2017,1,reactivate,570,CNY,CNY,0,25,NA,0,,no
697,reciprocal,0,696,swap,NZL,New Zealand,CHN,China,22/05/2014,22/05/2017,1,reactivate,571,NZD,NZD,0,5,NA,0,,no
698,pooled fund,1,,swap,JPN,Japan,KOR,South Korea,17/07/2014,30/03/2021,1,renew,348,USD,JPY,0,38.4,38.4,0,CMIM,no
699,pooled fund,1,,swap,JPN,Japan,BRN,Brunei,17/07/2014,30/03/2021,1,renew,349,USD,JPY,0,0.3,0.3,0,CMIM,no
700,pooled fund,1,,swap,JPN,Japan,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,350,USD,JPY,0,1.2,1.2,0,CMIM,no
701,pooled fund,1,,swap,JPN,Japan,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,351,USD,JPY,0,21,21,0,CMIM,no
702,pooled fund,1,,swap,JPN,Japan,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,352,USD,JPY,0,22.76,22.76,0,CMIM,no
703,pooled fund,1,,swap,JPN,Japan,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,353,USD,JPY,0,0.3,0.3,0,CMIM,no
704,pooled fund,1,,swap,JPN,Japan,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,354,USD,JPY,0,0.6,0.6,0,CMIM,no
705,pooled fund,1,,swap,JPN,Japan,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,355,USD,JPY,0,22.76,22.76,0,CMIM,no
706,pooled fund,1,,swap,JPN,Japan,CHN,China,17/07/2014,30/03/2021,1,renew,356,USD,JPY,0,34.2,34.2,0,CMIM,no
707,pooled fund,1,,swap,JPN,Japan,PHL,Philippines,17/07/2014,30/03/2021,1,renew,357,USD,JPY,0,22.76,22.76,0,CMIM,no
708,pooled fund,1,,swap,JPN,Japan,SGP,Singapore,17/07/2014,30/03/2021,1,renew,358,USD,JPY,0,22.76,22.76,0,CMIM,no
709,pooled fund,1,,swap,JPN,Japan,THA,Thailand,17/07/2014,30/03/2021,1,renew,359,USD,JPY,0,22.76,22.76,0,CMIM,no
710,pooled fund,1,,swap,JPN,Japan,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,360,USD,JPY,0,10,10,0,CMIM,no
711,pooled fund,1,,swap,KOR,South Korea,JPN,Japan,17/07/2014,30/03/2021,1,renew,361,USD,KRW,0,38.4,38.4,0,CMIM,no
712,pooled fund,1,,swap,KOR,South Korea,BRN,Brunei,17/07/2014,30/03/2021,1,renew,362,USD,KRW,0,0.3,0.3,0,CMIM,no
713,pooled fund,1,,swap,KOR,South Korea,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,363,USD,KRW,0,1.2,1.2,0,CMIM,no
714,pooled fund,1,,swap,KOR,South Korea,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,364,USD,KRW,0,21,21,0,CMIM,no
715,pooled fund,1,,swap,KOR,South Korea,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,365,USD,KRW,0,22.76,22.76,0,CMIM,no
716,pooled fund,1,,swap,KOR,South Korea,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,366,USD,KRW,0,0.3,0.3,0,CMIM,no
717,pooled fund,1,,swap,KOR,South Korea,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,367,USD,KRW,0,0.6,0.6,0,CMIM,no
718,pooled fund,1,,swap,KOR,South Korea,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,368,USD,KRW,0,22.76,22.76,0,CMIM,no
719,pooled fund,1,,swap,KOR,South Korea,CHN,China,17/07/2014,30/03/2021,1,renew,369,USD,KRW,0,34.2,34.2,0,CMIM,no
720,pooled fund,1,,swap,KOR,South Korea,PHL,Philippines,17/07/2014,30/03/2021,1,renew,370,USD,KRW,0,22.76,22.76,0,CMIM,no
721,pooled fund,1,,swap,KOR,South Korea,SGP,Singapore,17/07/2014,30/03/2021,1,renew,371,USD,KRW,0,22.76,22.76,0,CMIM,no
722,pooled fund,1,,swap,KOR,South Korea,THA,Thailand,17/07/2014,30/03/2021,1,renew,372,USD,KRW,0,22.76,22.76,0,CMIM,no
723,pooled fund,1,,swap,KOR,South Korea,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,373,USD,KRW,0,10,10,0,CMIM,no
724,pooled fund,1,,swap,BRN,Brunei,JPN,Japan,17/07/2014,30/03/2021,1,renew,374,USD,BND,0,38.4,38.4,0,CMIM,no
725,pooled fund,1,,swap,BRN,Brunei,KOR,South Korea,17/07/2014,30/03/2021,1,renew,375,USD,BND,0,38.4,38.4,0,CMIM,no
726,pooled fund,1,,swap,BRN,Brunei,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,376,USD,BND,0,1.2,1.2,0,CMIM,no
727,pooled fund,1,,swap,BRN,Brunei,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,377,USD,BND,0,21,21,0,CMIM,no
728,pooled fund,1,,swap,BRN,Brunei,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,378,USD,BND,0,22.76,22.76,0,CMIM,no
729,pooled fund,1,,swap,BRN,Brunei,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,379,USD,BND,0,0.3,0.3,0,CMIM,no
730,pooled fund,1,,swap,BRN,Brunei,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,380,USD,BND,0,0.6,0.6,0,CMIM,no
731,pooled fund,1,,swap,BRN,Brunei,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,980,USD,BND,0,22.76,22.76,0,CMIM,no
732,pooled fund,1,,swap,BRN,Brunei,CHN,China,17/07/2014,30/03/2021,1,renew,382,USD,BND,0,34.2,34.2,0,CMIM,no
733,pooled fund,1,,swap,BRN,Brunei,PHL,Philippines,17/07/2014,30/03/2021,1,renew,383,USD,BND,0,22.76,22.76,0,CMIM,no
734,pooled fund,1,,swap,BRN,Brunei,SGP,Singapore,17/07/2014,30/03/2021,1,renew,384,USD,BND,0,22.76,22.76,0,CMIM,no
735,pooled fund,1,,swap,BRN,Brunei,THA,Thailand,17/07/2014,30/03/2021,1,renew,385,USD,BND,0,22.76,22.76,0,CMIM,no
736,pooled fund,1,,swap,BRN,Brunei,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,386,USD,BND,0,10,10,0,CMIM,no
737,pooled fund,1,,swap,KHM,Cambodia,JPN,Japan,17/07/2014,30/03/2021,1,renew,387,USD,KHR,0,38.4,38.4,0,CMIM,no
738,pooled fund,1,,swap,KHM,Cambodia,KOR,South Korea,17/07/2014,30/03/2021,1,renew,388,USD,KHR,0,38.4,38.4,0,CMIM,no
739,pooled fund,1,,swap,KHM,Cambodia,BRN,Brunei,17/07/2014,30/03/2021,1,renew,389,USD,KHR,0,0.3,0.3,0,CMIM,no
740,pooled fund,1,,swap,KHM,Cambodia,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,390,USD,KHR,0,21,21,0,CMIM,no
741,pooled fund,1,,swap,KHM,Cambodia,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,391,USD,KHR,0,22.76,22.76,0,CMIM,no
742,pooled fund,1,,swap,KHM,Cambodia,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,392,USD,KHR,0,0.3,0.3,0,CMIM,no
743,pooled fund,1,,swap,KHM,Cambodia,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,393,USD,KHR,0,0.6,0.6,0,CMIM,no
744,pooled fund,1,,swap,KHM,Cambodia,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,394,USD,KHR,0,22.76,22.76,0,CMIM,no
745,pooled fund,1,,swap,KHM,Cambodia,CHN,China,17/07/2014,30/03/2021,1,renew,395,USD,KHR,0,34.2,34.2,0,CMIM,no
746,pooled fund,1,,swap,KHM,Cambodia,PHL,Philippines,17/07/2014,30/03/2021,1,renew,396,USD,KHR,0,22.76,22.76,0,CMIM,no
747,pooled fund,1,,swap,KHM,Cambodia,SGP,Singapore,17/07/2014,30/03/2021,1,renew,397,USD,KHR,0,22.76,22.76,0,CMIM,no
748,pooled fund,1,,swap,KHM,Cambodia,THA,Thailand,17/07/2014,30/03/2021,1,renew,398,USD,KHR,0,22.76,22.76,0,CMIM,no
749,pooled fund,1,,swap,KHM,Cambodia,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,399,USD,KHR,0,10,10,0,CMIM,no
750,pooled fund,1,,swap,HKG,Hong Kong,JPN,Japan,17/07/2014,30/03/2021,1,renew,400,USD,HKD,0,38.4,38.4,0,CMIM,no
751,pooled fund,1,,swap,HKG,Hong Kong,KOR,South Korea,17/07/2014,30/03/2021,1,renew,401,USD,HKD,0,38.4,38.4,0,CMIM,no
752,pooled fund,1,,swap,HKG,Hong Kong,BRN,Brunei,17/07/2014,30/03/2021,1,renew,402,USD,HKD,0,0.3,0.3,0,CMIM,no
753,pooled fund,1,,swap,HKG,Hong Kong,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,403,USD,HKD,0,1.2,1.2,0,CMIM,no
754,pooled fund,1,,swap,HKG,Hong Kong,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,404,USD,HKD,0,22.76,22.76,0,CMIM,no
755,pooled fund,1,,swap,HKG,Hong Kong,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,405,USD,HKD,0,0.3,0.3,0,CMIM,no
756,pooled fund,1,,swap,HKG,Hong Kong,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,406,USD,HKD,0,0.6,0.6,0,CMIM,no
757,pooled fund,1,,swap,HKG,Hong Kong,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,407,USD,HKD,0,22.76,22.76,0,CMIM,no
758,pooled fund,1,,swap,HKG,Hong Kong,CHN,China,17/07/2014,30/03/2021,1,renew,408,USD,HKD,0,34.2,34.2,0,CMIM,no
759,pooled fund,1,,swap,HKG,Hong Kong,PHL,Philippines,17/07/2014,30/03/2021,1,renew,409,USD,HKD,0,22.76,22.76,0,CMIM,no
760,pooled fund,1,,swap,HKG,Hong Kong,SGP,Singapore,17/07/2014,30/03/2021,1,renew,410,USD,HKD,0,22.76,22.76,0,CMIM,no
761,pooled fund,1,,swap,HKG,Hong Kong,THA,Thailand,17/07/2014,30/03/2021,1,renew,411,USD,HKD,0,22.76,22.76,0,CMIM,no
762,pooled fund,1,,swap,HKG,Hong Kong,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,412,USD,HKD,0,10,10,0,CMIM,no
763,pooled fund,1,,swap,IDN,Indonesia,JPN,Japan,17/07/2014,30/03/2021,1,renew,413,USD,IDR,0,38.4,38.4,0,CMIM,no
764,pooled fund,1,,swap,IDN,Indonesia,KOR,South Korea,17/07/2014,30/03/2021,1,renew,414,USD,IDR,0,38.4,38.4,0,CMIM,no
765,pooled fund,1,,swap,IDN,Indonesia,BRN,Brunei,17/07/2014,30/03/2021,1,renew,415,USD,IDR,0,0.3,0.3,0,CMIM,no
766,pooled fund,1,,swap,IDN,Indonesia,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,416,USD,IDR,0,1.2,1.2,0,CMIM,no
767,pooled fund,1,,swap,IDN,Indonesia,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,417,USD,IDR,0,21,21,0,CMIM,no
768,pooled fund,1,,swap,IDN,Indonesia,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,418,USD,IDR,0,0.3,0.3,0,CMIM,no
769,pooled fund,1,,swap,IDN,Indonesia,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,419,USD,IDR,0,0.6,0.6,0,CMIM,no
770,pooled fund,1,,swap,IDN,Indonesia,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,420,USD,IDR,0,22.76,22.76,0,CMIM,no
771,pooled fund,1,,swap,IDN,Indonesia,CHN,China,17/07/2014,30/03/2021,1,renew,421,USD,IDR,0,34.2,34.2,0,CMIM,no
772,pooled fund,1,,swap,IDN,Indonesia,PHL,Philippines,17/07/2014,30/03/2021,1,renew,422,USD,IDR,0,22.76,22.76,0,CMIM,no
773,pooled fund,1,,swap,IDN,Indonesia,SGP,Singapore,17/07/2014,30/03/2021,1,renew,423,USD,IDR,0,22.76,22.76,0,CMIM,no
774,pooled fund,1,,swap,IDN,Indonesia,THA,Thailand,17/07/2014,30/03/2021,1,renew,424,USD,IDR,0,22.76,22.76,0,CMIM,no
775,pooled fund,1,,swap,IDN,Indonesia,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,425,USD,IDR,0,10,10,0,CMIM,no
776,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,JPN,Japan,17/07/2014,30/03/2021,1,renew,426,USD,LAK,0,38.4,38.4,0,CMIM,no
777,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,KOR,South Korea,17/07/2014,30/03/2021,1,renew,427,USD,LAK,0,38.4,38.4,0,CMIM,no
778,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,BRN,Brunei,17/07/2014,30/03/2021,1,renew,428,USD,LAK,0,0.3,0.3,0,CMIM,no
779,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,429,USD,LAK,0,1.2,1.2,0,CMIM,no
780,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,430,USD,LAK,0,21,21,0,CMIM,no
781,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,431,USD,LAK,0,22.76,22.76,0,CMIM,no
782,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,432,USD,LAK,0,0.6,0.6,0,CMIM,no
783,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,433,USD,LAK,0,22.76,22.76,0,CMIM,no
784,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,CHN,China,17/07/2014,30/03/2021,1,renew,434,USD,LAK,0,34.2,34.2,0,CMIM,no
785,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,PHL,Philippines,17/07/2014,30/03/2021,1,renew,435,USD,LAK,0,22.76,22.76,0,CMIM,no
786,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,SGP,Singapore,17/07/2014,30/03/2021,1,renew,436,USD,LAK,0,22.76,22.76,0,CMIM,no
787,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,THA,Thailand,17/07/2014,30/03/2021,1,renew,437,USD,LAK,0,22.76,22.76,0,CMIM,no
788,pooled fund,1,,swap,LAO,Lao People's Democratic Republic,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,438,USD,LAK,0,10,10,0,CMIM,no
789,pooled fund,1,,swap,MMR,Myanmar,JPN,Japan,17/07/2014,30/03/2021,1,renew,439,USD,MMK,0,38.4,38.4,0,CMIM,no
790,pooled fund,1,,swap,MMR,Myanmar,KOR,South Korea,17/07/2014,30/03/2021,1,renew,440,USD,MMK,0,38.4,38.4,0,CMIM,no
791,pooled fund,1,,swap,MMR,Myanmar,BRN,Brunei,17/07/2014,30/03/2021,1,renew,441,USD,MMK,0,0.3,0.3,0,CMIM,no
792,pooled fund,1,,swap,MMR,Myanmar,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,442,USD,MMK,0,1.2,1.2,0,CMIM,no
793,pooled fund,1,,swap,MMR,Myanmar,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,443,USD,MMK,0,21,21,0,CMIM,no
794,pooled fund,1,,swap,MMR,Myanmar,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,444,USD,MMK,0,22.76,22.76,0,CMIM,no
795,pooled fund,1,,swap,MMR,Myanmar,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,445,USD,MMK,0,0.3,0.3,0,CMIM,no
796,pooled fund,1,,swap,MMR,Myanmar,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,446,USD,MMK,0,22.76,22.76,0,CMIM,no
797,pooled fund,1,,swap,MMR,Myanmar,CHN,China,17/07/2014,30/03/2021,1,renew,447,USD,MMK,0,34.2,34.2,0,CMIM,no
798,pooled fund,1,,swap,MMR,Myanmar,PHL,Philippines,17/07/2014,30/03/2021,1,renew,448,USD,MMK,0,22.76,22.76,0,CMIM,no
799,pooled fund,1,,swap,MMR,Myanmar,SGP,Singapore,17/07/2014,30/03/2021,1,renew,449,USD,MMK,0,22.76,22.76,0,CMIM,no
800,pooled fund,1,,swap,MMR,Myanmar,THA,Thailand,17/07/2014,30/03/2021,1,renew,450,USD,MMK,0,22.76,22.76,0,CMIM,no
801,pooled fund,1,,swap,MMR,Myanmar,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,451,USD,MMK,0,10,10,0,CMIM,no
802,pooled fund,1,,swap,MYS,Malaysia,JPN,Japan,17/07/2014,30/03/2021,1,renew,452,USD,MYR,0,38.4,38.4,0,CMIM,no
803,pooled fund,1,,swap,MYS,Malaysia,KOR,South Korea,17/07/2014,30/03/2021,1,renew,453,USD,MYR,0,38.4,38.4,0,CMIM,no
804,pooled fund,1,,swap,MYS,Malaysia,BRN,Brunei,17/07/2014,30/03/2021,1,renew,454,USD,MYR,0,0.3,0.3,0,CMIM,no
805,pooled fund,1,,swap,MYS,Malaysia,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,455,USD,MYR,0,1.2,1.2,0,CMIM,no
806,pooled fund,1,,swap,MYS,Malaysia,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,456,USD,MYR,0,21,21,0,CMIM,no
807,pooled fund,1,,swap,MYS,Malaysia,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,457,USD,MYR,0,22.76,22.76,0,CMIM,no
808,pooled fund,1,,swap,MYS,Malaysia,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,458,USD,MYR,0,0.3,0.3,0,CMIM,no
809,pooled fund,1,,swap,MYS,Malaysia,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,459,USD,MYR,0,0.6,0.6,0,CMIM,no
810,pooled fund,1,,swap,MYS,Malaysia,CHN,China,17/07/2014,30/03/2021,1,renew,460,USD,MYR,0,34.2,34.2,0,CMIM,no
811,pooled fund,1,,swap,MYS,Malaysia,PHL,Philippines,17/07/2014,30/03/2021,1,renew,461,USD,MYR,0,22.76,22.76,0,CMIM,no
812,pooled fund,1,,swap,MYS,Malaysia,SGP,Singapore,17/07/2014,30/03/2021,1,renew,462,USD,MYR,0,22.76,22.76,0,CMIM,no
813,pooled fund,1,,swap,MYS,Malaysia,THA,Thailand,17/07/2014,30/03/2021,1,renew,463,USD,MYR,0,22.76,22.76,0,CMIM,no
814,pooled fund,1,,swap,MYS,Malaysia,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,464,USD,MYR,0,10,10,0,CMIM,no
815,pooled fund,1,,swap,CHN,China,JPN,Japan,17/07/2014,30/03/2021,1,renew,465,USD,CNY,0,38.4,38.4,0,CMIM,no
816,pooled fund,1,,swap,CHN,China,KOR,South Korea,17/07/2014,30/03/2021,1,renew,466,USD,CNY,0,38.4,38.4,0,CMIM,no
817,pooled fund,1,,swap,CHN,China,BRN,Brunei,17/07/2014,30/03/2021,1,renew,467,USD,CNY,0,0.3,0.3,0,CMIM,no
818,pooled fund,1,,swap,CHN,China,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,468,USD,CNY,0,1.2,1.2,0,CMIM,no
819,pooled fund,1,,swap,CHN,China,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,469,USD,CNY,0,21,21,0,CMIM,no
820,pooled fund,1,,swap,CHN,China,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,470,USD,CNY,0,22.76,22.76,0,CMIM,no
821,pooled fund,1,,swap,CHN,China,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,471,USD,CNY,0,0.3,0.3,0,CMIM,no
822,pooled fund,1,,swap,CHN,China,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,472,USD,CNY,0,0.6,0.6,0,CMIM,no
823,pooled fund,1,,swap,CHN,China,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,473,USD,CNY,0,22.76,22.76,0,CMIM,no
824,pooled fund,1,,swap,CHN,China,PHL,Philippines,17/07/2014,30/03/2021,1,renew,474,USD,CNY,0,22.76,22.76,0,CMIM,no
825,pooled fund,1,,swap,CHN,China,SGP,Singapore,17/07/2014,30/03/2021,1,renew,475,USD,CNY,0,22.76,22.76,0,CMIM,no
826,pooled fund,1,,swap,CHN,China,THA,Thailand,17/07/2014,30/03/2021,1,renew,476,USD,CNY,0,22.76,22.76,0,CMIM,no
827,pooled fund,1,,swap,CHN,China,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,477,USD,CNY,0,10,10,0,CMIM,no
828,pooled fund,1,,swap,PHL,Philippines,JPN,Japan,17/07/2014,30/03/2021,1,renew,478,USD,PHP,0,38.4,38.4,0,CMIM,no
829,pooled fund,1,,swap,PHL,Philippines,KOR,South Korea,17/07/2014,30/03/2021,1,renew,479,USD,PHP,0,38.4,38.4,0,CMIM,no
830,pooled fund,1,,swap,PHL,Philippines,BRN,Brunei,17/07/2014,30/03/2021,1,renew,480,USD,PHP,0,0.3,0.3,0,CMIM,no
831,pooled fund,1,,swap,PHL,Philippines,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,481,USD,PHP,0,1.2,1.2,0,CMIM,no
832,pooled fund,1,,swap,PHL,Philippines,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,482,USD,PHP,0,21,21,0,CMIM,no
833,pooled fund,1,,swap,PHL,Philippines,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,483,USD,PHP,0,22.76,22.76,0,CMIM,no
834,pooled fund,1,,swap,PHL,Philippines,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,484,USD,PHP,0,0.3,0.3,0,CMIM,no
835,pooled fund,1,,swap,PHL,Philippines,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,485,USD,PHP,0,0.6,0.6,0,CMIM,no
836,pooled fund,1,,swap,PHL,Philippines,MYS,Malaysia,17/07/2014,30/03/2021,1,renew,486,USD,PHP,0,22.76,22.76,0,CMIM,no
837,pooled fund,1,,swap,PHL,Philippines,CHN,China,17/07/2014,30/03/2021,1,renew,487,USD,PHP,0,34.2,34.2,0,CMIM,no
838,pooled fund,1,,swap,PHL,Philippines,SGP,Singapore,17/07/2014,30/03/2021,1,renew,488,USD,PHP,0,22.76,22.76,0,CMIM,no
839,pooled fund,1,,swap,PHL,Philippines,THA,Thailand,17/07/2014,30/03/2021,1,renew,489,USD,PHP,0,22.76,22.76,0,CMIM,no
840,pooled fund,1,,swap,PHL,Philippines,VNM,Vietnam,17/07/2014,30/03/2021,1,renew,490,USD,PHP,0,10,10,0,CMIM,no
841,pooled fund,1,,swap,SGP,Singapore,JPN,Japan,17/07/2014,30/03/2021,1,renew,491,USD,SGD,0,38.4,38.4,0,CMIM,no
842,pooled fund,1,,swap,SGP,Singapore,KOR,South Korea,17/07/2014,30/03/2021,1,renew,492,USD,SGD,0,38.4,38.4,0,CMIM,no
843,pooled fund,1,,swap,SGP,Singapore,BRN,Brunei,17/07/2014,30/03/2021,1,renew,493,USD,SGD,0,0.3,0.3,0,CMIM,no
844,pooled fund,1,,swap,SGP,Singapore,KHM,Cambodia,17/07/2014,30/03/2021,1,renew,494,USD,SGD,0,1.2,1.2,0,CMIM,no
845,pooled fund,1,,swap,SGP,Singapore,HKG,Hong Kong,17/07/2014,30/03/2021,1,renew,495,USD,SGD,0,21,21,0,CMIM,no
846,pooled fund,1,,swap,SGP,Singapore,IDN,Indonesia,17/07/2014,30/03/2021,1,renew,496,USD,SGD,0,22.76,22.76,0,CMIM,no
847,pooled fund,1,,swap,SGP,Singapore,LAO,Lao People's Democratic Republic,17/07/2014,30/03/2021,1,renew,497,USD,SGD,0,0.3,0.3,0,CMIM,no
848,pooled fund,1,,swap,SGP,Singapore,MMR,Myanmar,17/07/2014,30/03/2021,1,renew,498,USD,SGD,0,0.6,0.6,0,CMIM,no
